taxon_id,name,obs_count
57460,Geum triflorum,2
58316,Salix babylonica,2
58387,Sorghum halepense,2
58735,Malus prunifolia,2
58792,Hydrocotyle umbellata,2
58879,Chenopodium berlandieri,2
59432,Levisticum officinale,2
59552,Trollius europaeus,2
59889,Ophioglossum pusillum,2
60248,Limosella australis,2
60350,Artemisia absinthium,2
61236,Chaenomeles japonica,2
61480,Saponaria ocymoides,2
62020,Filipendula vulgaris,2
62254,Spiranthes lucida,2
63547,Dalea purpurea,2
63920,Myosotis verna,2
64228,Bolboschoenus fluviatilis,2
68848,Veronica polita,2
69648,Floerkea proserpinacoides,2
69817,Sagittaria subulata,2
75308,Agrimonia striata,2
75319,Agrostis scabra,2
75445,Anethum graveolens,2
75560,Aristida dichotoma,2
75583,Arrhenatherum elatius,2
75840,Bolboschoenus robustus,2
75900,Bromus commutatus,2
75931,Calendula officinalis,2
75935,Callitriche heterophylla,2
76091,Carex pellita,2
76658,Digitaria ischaemum,2
76721,Dryopteris filix-mas,2
76762,Echinops sphaerocephalus,2
76777,Eleocharis flavescens,2
76784,Eleocharis quadrangulata,2
76835,Epilobium leptophyllum,2
76851,Eragrostis hypnoides,2
77059,Erucastrum gallicum,2
77141,Festuca octoflora,2
77549,Juncus acuminatus,2
77778,Linaria purpurea,2
77902,Lycium barbarum,2
77990,Mentha aquatica,2
78237,Nymphoides peltata,2
78243,Oenothera laciniata,2
78346,Papaver somniferum,2
78454,Persicaria orientalis,2
78717,Potamogeton zosteriformis,2
78932,Salicornia perennis,2
79068,Setaria parviflora,2
79441,Tripleurospermum inodorum,2
79513,Viola nephrophylla,2
79519,Vitis vinifera,2
81941,Penstemon pallidus,2
82557,Botrychium matricariifolium,2
82562,Cystopteris protrusa,2
82748,Vitis palmata,2
83893,Parthenium integrifolium,2
84517,Epilobium hirsutum,2
84803,Ribes cynosbati,2
85383,Polymnia canadensis,2
85484,Carex flava,2
116342,Carex eburnea,2
118773,Lobelia kalmii,2
119146,Spigelia marilandica,2
119602,Epilobium parviflorum,2
119795,Zizia aptera,2
119800,Krigia biflora,2
119983,Quercus phellos,2
123958,Sphagnum capillifolium,2
126548,Amsonia tabernaemontana,2
126560,Vaccinium oxycoccos,2
126708,Viburnum carlesii,2
127487,Heuchera americana,2
127857,Paeonia lactiflora,2
127900,Equisetum pratense,2
128546,Pleuridium subulatum,2
128684,Hydrocotyle sibthorpioides,2
128693,Salvia reflexa,2
128841,Rosa setigera,2
129055,Zelkova serrata,2
130742,Lespedeza repens,2
131154,Eupatorium capillifolium,2
131552,Suaeda linearis,2
132118,Veronica spicata,2
132823,Sphagnum fimbriatum,2
133366,Cotinus coggygria,2
133951,Inula helenium,2
135416,Syringa reticulata,2
141714,Crataegus phaenopyrum,2
142714,Viola affinis,2
142854,Strophostyles leiosperma,2
143418,Salvia glutinosa,2
146715,Arnoglossum atriplicifolium,2
154217,Tradescantia bracteata,2
154299,Aristida longespica,2
155116,Elymus villosus,2
155565,Sphagnum russowii,2
157765,Abelmoschus esculentus,2
157984,Acorus americanus,2
158806,Aster tataricus,2
159305,Boltonia asteroides,2
159405,Brachythecium rivulare,2
159452,Briza media,2
159769,Campanulastrum americanum,2
159861,Carex aestivalis,2
159955,Carex formosa,2
159993,Carex laevivaginata,2
160030,Carex muehlenbergii,2
160085,Carex retroflexa,2
160347,Cerastium tomentosum,2
160358,Ceratostigma plumbaginoides,2
160369,Chaenomeles speciosa,2
160904,Coreopsis rosea,2
160947,Cotoneaster divaricatus,2
161041,Crataegus macrosperma,2
161639,Datura innoxia,2
161731,Desmodium cuspidatum,2
161856,Dicranum flagellare,2
161971,Ditrichum pallidum,2
162820,Euphorbia epithymoides,2
163024,Fissidens taxifolius,2
163059,Forsythia viridissima,2
163398,Grimmia pilifera,2
163763,Hibiscus coccineus,2
164075,Ipomoea alba,2
164274,Juncus militaris,2
164415,Lagenaria siceraria,2
165604,Myriophyllum humile,2
166762,Phyllostachys aureosulcata,2
167326,Potamogeton obtusifolius,2
168011,Rubus alumnus,2
168165,Rubus setosus,2
168644,Scirpus georgianus,2
168649,Scirpus polyphyllus,2
169151,Sparganium androcladum,2
169317,Stachys hyssopifolia,2
170209,Vicia grandiflora,2
170233,Viola brittoniana,2
170271,Vitex agnus-castus,2
170303,Weigela florida,2
183119,Grinnellia americana,2
186498,Heptacodium miconioides,2
204253,Bidens polylepis,2
204298,Crocanthemum propinquum,2
204323,Gaylussacia bigeloviana,2
223938,Liriope muscari,2
283377,Caladium bicolor,2
325587,Hydrodictyon reticulatum,2
336005,Campanula poscharskyana,2
340756,Crepidomanes intricatum,2
345108,Ankistrodesmus falcatus,2
347013,Papaver atlanticum,2
410587,Trentepohlia umbrina,2
447071,Grateloupia turuturu,2
468197,Gonatozygon aculeatum,2
468202,Euastrum denticulatum,2
468360,Kirchneriella lunaris,2
468400,Staurastrum ophiura,2
470360,Nephrocytium agardhianum,2
470365,Closterium moniliferum,2
470368,Tetraedron minimum,2
470759,Volvox aureus,2
471365,Actidesmium hookeri,2
471409,Cosmarium contractum,2
471656,Closterium acerosum,2
472638,Staurastrum cerastes,2
489776,Oenothera rubricaulis,2
493998,Gonatozygon brebissonii,2
497166,Closterium aciculare,2
543069,Anomodon tristis,2
543395,Staurodesmus incus,2
553332,Closterium acutum,2
564969,Chamaenerion angustifolium,2
569200,Scutellaria strigillosa,2
604465,Paspalum thunbergii,2
626094,Spondylosium pulchrum,2
773801,Morus indica,2
785819,Monactinus simplex,2
861825,Chaetophora lobata,2
891334,Ulota crispula,2
906994,Closterium closterioides,2
968845,Chaetosphaeridium globosum,2
989062,Closterium rostratum,2
989430,Cosmarium ornatum,2
989465,Cosmocladium constrictum,2
996139,Willea rectangularis,2
1000403,Micrasterias thomasiana,2
1024536,Rabelera holostea,2
1030051,Cenchrus alopecuroides,2
1077112,Cosmarium candianum,2
1080241,Euastrum abruptum,2
1091473,Hindakia tetrachotoma,2
1124293,Jochenia pallescens,2
1405092,Coelastrum indicum,2
1415326,Coelastrum cruciatum,2
1497465,Trichostema coeruleum,2
1648336,Chlamydocapsa ampla,2
1686777,Pseudo-fumaria alba,2
47573,Juniperus horizontalis,1
47892,Impatiens glandulifera,1
49395,Pinus virginiana,1
49486,Rhododendron catawbiense,1
50171,Phacelia campanularia,1
50628,Erysimum capitatum,1
50851,Cerastium arvense,1
51048,Dicentra formosa,1
51336,Limnanthes douglasii,1
51453,Passiflora incarnata,1
52329,Amaranthus blitum,1
52499,Platanthera blephariglottis,1
52565,Althaea officinalis,1
52586,Silybum marianum,1
52694,Aira caryophyllea,1
52727,Cuscuta cephalanthi,1
53075,Geranium dissectum,1
53779,Humulus lupulus,1
54430,Ribes nigrum,1
54516,Brassica oleracea,1
54801,Morus rubra,1
54846,Salix lucida,1
55399,Crambe maritima,1
55629,Erythronium albidum,1
55722,Geranium pratense,1
55797,Fritillaria meleagris,1
55811,Prunus spinosa,1
55837,Prunus cerasifera,1
55885,Lonicera periclymenum,1
55909,Hieracium umbellatum,1
55938,Crocus speciosus,1
55979,Galeopsis tetrahit,1
56011,Tamarix parviflora,1
56132,Hyacinthoides non-scripta,1
56162,Malva sylvestris,1
56408,Reboulia hemisphaerica,1
56451,Metzgeria conjugata,1
56465,Riccardia multifida,1
56996,Sisymbrium altissimum,1
57005,Spergula arvensis,1
57183,Koeleria macrantha,1
57413,Narcissus bulbocodium,1
57418,Polygonatum multiflorum,1
57457,Stachys palustris,1
58135,Crassula aquatica,1
58185,Phacelia tanacetifolia,1
58202,Malva parviflora,1
59561,Ipomoea tricolor,1
60017,Petrorhagia saxifraga,1
60020,Petrorhagia prolifera,1
60210,Ammannia coccinea,1
60491,Linum perenne,1
60951,Hydrocotyle ranunculoides,1
60957,Gamochaeta purpurea,1
61034,Myriophyllum sibiricum,1
61058,Aira praecox,1
61223,Malus sylvestris,1
61521,Doronicum pardalianches,1
62186,Monarda bradburyana,1
62218,Camassia leichtlinii,1
62257,Isotria medeoloides,1
62312,Campanula rotundifolia,1
62777,Clematis viorna,1
62811,Carica papaya,1
62917,Amaranthus spinosus,1
62924,Catharanthus roseus,1
63134,Filipendula ulmaria,1
63190,Solanum melongena,1
63205,Arachis hypogaea,1
63329,Cyperus odoratus,1
63735,Prunus domestica,1
63935,Juglans regia,1
64332,Kickxia elatine,1
64350,Ginkgo biloba,1
67793,Camassia scilloides,1
68185,Impatiens walleriana,1
68608,Trentepohlia aurea,1
69150,Metasequoia glyptostroboides,1
69172,Pilea microphylla,1
69816,Sagittaria platyphylla,1
70054,Citrullus lanatus,1
70086,Lathyrus sphaericus,1
71257,Bouteloua gracilis,1
75310,Agrostemma githago,1
75314,Agrostis gigantea,1
75392,Amaranthus caudatus,1
75401,Amaranthus viridis,1
75562,Aristida oligantha,1
75602,Asclepias curassavica,1
75603,Asparagus aethiopicus,1
75768,Bidens vulgata,1
75869,Brassica napus,1
75911,Bromus secalinus,1
75937,Callitriche palustris,1
76127,Carex vesicaria,1
76135,Carthamus tinctorius,1
76294,Chloris verticillata,1
76340,Cinna latifolia,1
76422,Colutea arborescens,1
76434,Convolvulus tricolor,1
76480,Crepis tectorum,1
76538,Cucumis melo,1
76748,Dysphania botrys,1
76755,Echinochloa colona,1
76841,Epilobium palustre,1
77073,Erysimum repandum,1
77117,Euphorbia oblongata,1
77140,Festuca myuros,1
77216,Galium trifidum,1
77314,Gypsophila elegans,1
77513,Isoetes echinospora,1
77551,Juncus anthelatus,1
77586,Juncus nodosus,1
77655,Lemna trisulca,1
77669,Lepidium heterophyllum,1
77758,Limonium sinuatum,1
78158,Myriophyllum verticillatum,1
78563,Phyllostachys aurea,1
78589,Pistia stratiotes,1
78615,Plantago arenaria,1
78622,Plantago virginica,1
78649,Poa nemoralis,1
78704,Potamogeton alpinus,1
78713,Potamogeton praelongus,1
78762,Pseudognaphalium macounii,1
78843,Rhamnus alnifolia,1
78886,Rosa rubiginosa,1
78900,Rumex britannica,1
79021,Secale cereale,1
79202,Stellaria longifolia,1
79462,Ulmus parvifolia,1
79466,Utricularia minor,1
79492,Verbena pulchella,1
81990,Trollius laxus,1
82306,Acorus calamus,1
82853,Cydonia oblonga,1
83156,Hydrangea quercifolia,1
83960,Lophocolea bidentata,1
84171,Gaylussacia dumosa,1
85027,Lilium martagon,1
85429,Geranium sylvaticum,1
116362,Aesculus flava,1
118485,Chlamydomonas nivalis,1
118511,Trillium luteum,1
118736,Triplasis purpurea,1
118763,Oenothera oakesiana,1
118772,Liatris scariosa,1
118893,Euphrasia nemorosa,1
119092,Picea pungens,1
119651,Ruellia humilis,1
119812,Aconitum uncinatum,1
120895,Blephilia hirsuta,1
122251,Chamaelirium luteum,1
122530,Bambusa vulgaris,1
122793,Juglans ailantifolia,1
122866,Cucurbita maxima,1
122869,Cucurbita moschata,1
123506,Grimmia laevigata,1
123563,Plagiothecium laetum,1
123632,Corallina officinalis,1
124879,Cornus alba,1
125677,Smilax bona-nox,1
125699,Helianthus mollis,1
125733,Narcissus triandrus,1
125902,Cardamine douglassii,1
126334,Trillium recurvatum,1
126550,Helleborus orientalis,1
126575,Centaurea nigra,1
126645,Vitis vulpina,1
126710,Magnolia stellata,1
127361,Sphagnum fallax,1
127488,Leucothoe axillaris,1
127689,Echinacea pallida,1
127945,Packera paupercula,1
128032,Broussonetia papyrifera,1
128599,Dactylorhiza viridis,1
128652,Salvia coccinea,1
128660,Rumex verticillatus,1
128949,Dichanthelium acuminatum,1
129054,Tulipa gesneriana,1
129090,Carex frankii,1
130192,Helianthus maximiliani,1
130741,Silphium asteriscus,1
130895,Carex tribuloides,1
130906,Geum vernum,1
131001,Geum virginianum,1
131201,Aconitum napellus,1
131563,Euphorbia ophthalmica,1
131586,Colchicum autumnale,1
131623,Astrantia major,1
132219,Houstonia purpurea,1
132458,Thunbergia alata,1
132799,Sphagnum subsecundum,1
132849,Leonotis leonurus,1
133304,Oldenlandia corymbosa,1
133350,Impatiens balsamina,1
133354,Oxydendrum arboreum,1
133809,Philonotis fontana,1
135802,Picea orientalis,1
140117,Glyceria septentrionalis,1
141169,Carex conoidea,1
142715,Lindernia grandiflora,1
143364,Asterella tenella,1
143535,Calliergon cordifolium,1
143557,Kummerowia stipulacea,1
143793,Prunus padus,1
143893,Muhlenbergia tenuiflora,1
144149,Mitella nuda,1
146571,Ligularia dentata,1
146705,Symphyotrichum prenanthoides,1
152962,Carex retrorsa,1
154328,Pedicularis lanceolata,1
154999,Malaxis unifolia,1
156142,Sciuro-hypnum plumosum,1
156874,Thelia asprella,1
158084,Agastache scrophulariifolia,1
158107,Ageratina aromatica,1
158325,Anacamptodon splachnoides,1
158562,Arceuthobium pusillum,1
158673,Aristida tuberculosa,1
159051,Atrichum altecristatum,1
159154,Barbarea stricta,1
159178,Bartonia paniculata,1
159191,Basella alba,1
159231,Betula pumila,1
159481,Brotherella recurvans,1
159528,Bryum dichotomum,1
159605,Bupleurum rotundifolium,1
159718,Calypogeia sphagnicola,1
159727,Calystegia spithamaea,1
159761,Campanula medium,1
159896,Carex brevior,1
159927,Carex cumulata,1
159950,Carex festucacea,1
159965,Carex gracilescens,1
159970,Carex haydenii,1
159973,Carex hirta,1
159989,Carex kobomugi,1
159998,Carex leptonervia,1
160033,Carex muskingumensis,1
160055,Carex pallescens,1
160104,Carex siccata,1
160105,Carex silicea,1
160111,Carex straminea,1
160167,Carya ovalis,1
160499,Chenopodium ficifolium,1
160884,Coreopsis auriculata,1
161088,Crataegus schuettei,1
161280,Cuscuta pentagona,1
161415,Cynoglossum amabile,1
161431,Cyperus diandrus,1
161864,Dicranum montanum,1
161874,Dicranum viride,1
161981,Doellingeria infirma,1
162241,Eleocharis equisetoides,1
162293,Elymus wiegandii,1
162309,Encalypta procera,1
162562,Eriocaulon parkeri,1
162681,Eriophorum tenellum,1
162826,Euphorbia graminea,1
163001,Fissidens dubius,1
163003,Fissidens fontanus,1
163015,Fissidens osmundioides,1
163038,Fontinalis dalecarlica,1
163056,Forsstroemia trichomitria,1
163332,Glossostigma cleistanthum,1
163451,Gymnocladus dioicus,1
163506,Halesia tetraptera,1
163549,Hedera hibernica,1
163692,Herniaria glabra,1
163833,Hosta lancifolia,1
163848,Hudsonia ericoides,1
163955,Hypericum ascyron,1
163992,Hypnum cupressiforme,1
164043,Ilex montana,1
164131,Iris pallida,1
164160,Isoetes engelmannii,1
164258,Juncus compressus,1
164260,Juncus dichotomus,1
164275,Juncus pelocarpus,1
164526,Lepidium ruderale,1
164773,Lophocolea minor,1
164834,Lotus pedunculatus,1
164867,Ludwigia sphaerocarpa,1
164973,Lycopus rubellus,1
164975,Lycoris radiata,1
165091,Malaxis brachypoda,1
165098,Malcolmia maritima,1
165103,Malus angustifolia,1
165172,Marsupella emarginata,1
165363,Metzgeria furcata,1
165581,Muhlenbergia uniflora,1
165627,Myurella julacea,1
165770,Oclemena nemoralis,1
165775,Odontoschisma denudatum,1
165809,Oenothera nutans,1
165967,Orthotrichum pusillum,1
166615,Phaeoceros carolinianus,1
166651,Philadelphus inodorus,1
166988,Plagiomnium ellipticum,1
167151,Pohlia wahlenbergii,1
167324,Potamogeton oakesianus,1
167455,Proserpinaca pectinata,1
167478,Pseudobryum cinclidioides,1
167508,Pseudosasa japonica,1
167557,Ptilidium ciliare,1
167567,Ptychomitrium incurvum,1
167747,Ranunculus pensylvanicus,1
168297,Sagittaria engelmanniana,1
168301,Sagittaria teres,1
168418,Sanicula trifoliata,1
168634,Schoenoplectus torreyi,1
169109,Solidago hispida,1
169129,Solidago squarrosa,1
169158,Spergula pentandra,1
169231,Sphagnum recurvum,1
169492,Symphyotrichum urophyllum,1
169669,Thaspium barbinode,1
170056,Ulmus glabra,1
170159,Verbena simplex,1
170244,Viola hirsutula,1
170273,Vitex negundo,1
170370,Xyris montana,1
180413,Rhododendron groenlandicum,1
181815,Petunia integrifolia,1
182991,Palmaria palmata,1
183033,Hildenbrandia rubra,1
198888,Aquilegia atrata,1
199400,Chromolaena odorata,1
200053,Euphorbia prostrata,1
200073,Rudbeckia amplexicaulis,1
204146,Botrychium angustisegmentum,1
204184,Eupatorium pubescens,1
204189,Crataegus macracantha,1
204252,Bidens beckii,1
204319,Fallopia cristata,1
204320,Fallopia dumetorum,1
204362,Nasturtium microphyllum,1
204406,Salpiglossis sinuata,1
204419,Stachys hispida,1
208852,Stellaria nemorum,1
208966,Sedum dasyphyllum,1
243844,Desmodesmus opoliensis,1
244875,Pleurotaenium trabecula,1
245575,Symphytum caucasicum,1
275384,Euphorbia hypericifolia,1
276157,Lindernia anagallidea,1
285850,Sesamum indicum,1
318463,Cardamine dentata,1
319564,Symphyotrichum firmum,1
320578,Allium moly,1
325603,Schoenoplectiella mucronata,1
332548,Yucca flaccida,1
332924,Homalosorus pycnocarpos,1
334892,Crocus biflorus,1
338386,Euphorbia dulcis,1
341546,Solenostoma gracillimum,1
345985,Begonia grandis,1
346173,Salvia guaranitica,1
349246,Sedum makinoi,1
355620,Gillenia stipulata,1
357682,Jacobaea maritima,1
359175,Oenanthe javanica,1
359884,Epimedium alpinum,1
359903,Hakonechloa macra,1
367960,Corylus colurna,1
401314,Delphinium ajacis,1
404400,Osmanthus heterophyllus,1
406483,Thalictrum aquilegiifolium,1
407120,Salix gracilistyla,1
410380,Rhododendron simsii,1
429957,Acrosiphonia coalita,1
437555,Berberis julianae,1
445489,Nitella flexilis,1
450254,Cornus officinalis,1
450330,Ulmus laevis,1
460577,Prunus pendula,1
468118,Aphanochaete repens,1
468123,Botryococcus braunii,1
468150,Draparnaldia mutabilis,1
468153,Stigeoclonium tenue,1
468185,Coelastrum microporum,1
468208,Pleurotaenium nodosum,1
468273,Palmodictyon varium,1
468280,Stigeoclonium flagelliferum,1
468292,Sphaerozosma laeve,1
468354,Euastrum binale,1
470231,Closterium leibleinii,1
470513,Gonatozygon pilosum,1
470601,Pleurotaenium ehrenbergii,1
470731,Chara zeylanica,1
471080,Gonium pectorale,1
471320,Cosmarium impressulum,1
471354,Teilingia granulata,1
471357,Tetmemorus brebissonii,1
471363,Cylindrocapsa geminella,1
471660,Staurastrum avicula,1
471686,Microthamnion kuetzingianum,1
471744,Staurodesmus dickiei,1
471810,Euastrum ciastonii,1
471814,Cosmarium commissurale,1
472633,Staurodesmus cuspidatus,1
472674,Staurastrum leptocladum,1
472694,Euastrum didelta,1
472821,Pediastrum obtusum,1
473016,Cosmarium moniliforme,1
473630,Micrasterias conferta,1
473659,Staurodesmus brevispina,1
473844,Micrasterias torreyi,1
473865,Euastrum sinuosum,1
473991,Cosmarium turpinii,1
474363,Barnardia japonica,1
474599,Micrasterias depauperata,1
474779,Volvox globator,1
481712,Myriopteris lanosa,1
481941,Conocephalum conicum,1
491404,Closterium gracile,1
493202,Clinopodium nepeta,1
493317,Kirchneriella obesa,1
493518,Micrasterias nordstedtiana,1
493740,Closterium dianae,1
493956,Asterococcus superbus,1
494791,Closterium lunula,1
496962,Cryptotaenia japonica,1
507843,Tulipa kaufmanniana,1
545327,Ankistrodesmus spiralis,1
545700,Convallaria pseudomajalis,1
553036,Salix integra,1
553131,Closterium ralfsii,1
559775,Kirengeshoma palmata,1
705790,Lithospermum virginianum,1
739799,Phedimus kamtschaticus,1
741459,Viscaria vulgaris,1
742176,Actaea simplex,1
752465,Bistorta amplexicaulis,1
769248,Andersonglossum virginianum,1
779402,Allium ramosum,1
836721,Gypsophila vaccaria,1
864853,Staurastrum tetracerum,1
866208,Lipandra polysperma,1
874694,Closterium striolatum,1
878051,Chenopodiastrum simplex,1
896902,Chenopodiastrum hybridum,1
896910,Spirobassia hirsuta,1
899174,Spinoclosterium cuspidatum,1
902691,Mummenhoffia alliacea,1
906118,Betonica officinalis,1
907010,Gloeochaete wittrockiana,1
907222,Thalictrum rochebruneanum,1
911385,Petrosedum orientale,1
929050,Crocus neapolitanus,1
950596,Anemonoides ranunculoides,1
968675,Planktosphaeria gelatinosa,1
968726,Coelastrum astroideum,1
968838,Coleochaete pulvinata,1
969817,Staurastrum brevispina,1
969860,Cosmarium subprotumidum,1
987660,Apiocystis brauniana,1
991128,Elakatothrix gelatinosa,1
996091,Actinotaenium curtum,1
996239,Selenastrum bibraianum,1
996298,Staurastrum dilatatum,1
996326,Staurastrum polytrichum,1
996353,Staurodesmus lobatus,1
1005385,Cerastium holosteoides,1
1047389,Veronica teucrium,1
1075200,Nephrocytium lunatum,1
1092290,Messastrum gracile,1
1095846,Bidens alba,1
1121982,Ptychostomum capillare,1
1122768,Hymenoloma crispulum,1
1123489,Nyholmiella obtusifolia,1
1127198,Kellochloa verrucosa,1
1155078,Hydrocotyle batrachium,1
1181693,Phedimus ellacombeanus,1
1238738,Tomostima reptans,1
1259631,Cyperus brevifolioides,1
1266210,Willea irregularis,1
1267042,Scenedesmus quadricauda,1
1267194,Hariotina reticulata,1
1280793,Cyperus engelmannii,1
1342822,Xanthidium scrobiculatum,1
1361694,Eupatorium subvenosum,1
1364907,Muscari azureum,1
1392340,Viola incognita,1
1393273,Viola rafinesquei,1
1415325,Radiofilum conjunctivum,1
1425373,Arisaema pusillum,1
1464402,Calypogeia neogaea,1
1499350,Carex billingsii,1
1503473,Cosmarium panduriforme,1
1506723,Sagittaria calycina,1
1568998,Senega aquilonia,1
1569067,Senega officinalis,1
1593093,Euphrosyne xanthiifolia,1
1593175,Polystichum polyblepharon,1
1617154,Anatherum glomeratum,1
