species,status,is_weed,cipwg_category,source,hazard
Lemna minor,native,false,,iNaturalist establishment_means (CT),
Leonotis leonurus,introduced,false,,iNaturalist establishment_means (CT),
Leonurus cardiaca,introduced,false,,iNaturalist establishment_means (CT),
Lepidium campestre,introduced,false,,iNaturalist establishment_means (CT),
Lepidium densiflorum,introduced,false,,iNaturalist establishment_means (CT),
Lepidium didymum,introduced,false,,iNaturalist establishment_means (CT),
Lepidium heterophyllum,introduced,false,,iNaturalist establishment_means (CT),
Lepidium latifolium,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Lespedeza bicolor,introduced,false,,iNaturalist establishment_means (CT),
Lespedeza cuneata,introduced,false,,iNaturalist establishment_means (CT),
Lespedeza violacea,native,false,,iNaturalist establishment_means (CT),
Leucanthemum maximum,introduced,false,,iNaturalist establishment_means (CT),
Leucanthemum vulgare,introduced,false,,iNaturalist establishment_means (CT),
Leucojum aestivum,introduced,false,,iNaturalist establishment_means (CT),
Leucojum vernum,introduced,false,,iNaturalist establishment_means (CT),
Leucothoe axillaris,introduced,false,,iNaturalist establishment_means (CT),
Leucothoe fontanesiana,introduced,false,,iNaturalist establishment_means (CT),
Levisticum officinale,introduced,false,,iNaturalist establishment_means (CT),
Liatris pycnostachya,introduced,false,,iNaturalist establishment_means (CT),
Liatris spicata,introduced,false,,iNaturalist establishment_means (CT),
Ligularia dentata,introduced,false,,iNaturalist establishment_means (CT),
Ligustrum obtusifolium,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Ligustrum ovalifolium,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Ligustrum sinense,introduced,false,,iNaturalist establishment_means (CT),
Ligustrum vulgare,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Lilium bulbiferum,ornamental,false,,iNat cultivated scope (WS-B),
Lilium canadense,native,false,,iNaturalist establishment_means (CT),
Lilium lancifolium,introduced,false,,iNaturalist establishment_means (CT),
Lilium philadelphicum,native,false,,iNaturalist establishment_means (CT),
Limonium sinuatum,introduced,false,,iNaturalist establishment_means (CT),
Linaria maroccana,introduced,false,,iNaturalist establishment_means (CT),
Linaria purpurea,introduced,false,,iNaturalist establishment_means (CT),
Linaria vulgaris,introduced,false,,iNaturalist establishment_means (CT),
Lindera benzoin,native,false,,iNaturalist establishment_means (CT),
Linum grandiflorum,introduced,false,,iNaturalist establishment_means (CT),
Linum perenne,introduced,false,,iNaturalist establishment_means (CT),
Linum usitatissimum,introduced,false,,iNaturalist establishment_means (CT),
Liriodendron tulipifera,native,false,,iNaturalist establishment_means (CT),
Liriope muscari,introduced,false,,iNaturalist establishment_means (CT),
Lobelia cardinalis,native,false,,iNaturalist establishment_means (CT),
Lobelia erinus,introduced,false,,iNaturalist establishment_means (CT),
Lobelia inflata,native,false,,iNaturalist establishment_means (CT),
Lobularia maritima,introduced,false,,iNaturalist establishment_means (CT),
Lolium arundinaceum,introduced,false,,iNaturalist establishment_means (CT),
Lolium multiflorum,introduced,false,,iNaturalist establishment_means (CT),
Lolium perenne,introduced,false,,iNaturalist establishment_means (CT),
Lonicera canadensis,native,false,,iNaturalist establishment_means (CT),
Lonicera fragrantissima,introduced,false,,iNaturalist establishment_means (CT),
Lonicera japonica,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Lonicera maackii,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Lonicera morrowii,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Lonicera periclymenum,introduced,false,,iNaturalist establishment_means (CT),
Lonicera tatarica,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Lotus corniculatus,introduced,false,,iNaturalist establishment_means (CT),
Lotus pedunculatus,introduced,false,,iNaturalist establishment_means (CT),
Lotus tenuis,introduced,false,,iNaturalist establishment_means (CT),
Ludwigia palustris,native,false,,iNaturalist establishment_means (CT),
Lunaria annua,introduced,false,,iNaturalist establishment_means (CT),
Lupinus polyphyllus,introduced,false,,iNaturalist establishment_means (CT),
Luzula multiflora,native,false,,iNaturalist establishment_means (CT),
Lycium barbarum,introduced,false,,iNaturalist establishment_means (CT),
Lycopodium clavatum,native,false,,iNaturalist establishment_means (CT),
Lycopus rubellus,native,false,,iNaturalist establishment_means (CT),
Lycopus virginicus,native,false,,iNaturalist establishment_means (CT),
Lycoris radiata,introduced,false,,iNaturalist establishment_means (CT),
Lycoris squamigera,introduced,false,,iNaturalist establishment_means (CT),
Lyonia ligustrina,native,false,,iNaturalist establishment_means (CT),
Lysimachia arvensis,introduced,false,,iNaturalist establishment_means (CT),
Lysimachia borealis,native,false,,iNaturalist establishment_means (CT),
Lysimachia ciliata,native,false,,iNaturalist establishment_means (CT),
Lysimachia clethroides,introduced,false,,iNaturalist establishment_means (CT),
Lysimachia japonica,introduced,false,,iNaturalist establishment_means (CT),
Lysimachia nummularia,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Lysimachia punctata,introduced,false,,iNaturalist establishment_means (CT),
Lysimachia quadrifolia,native,false,,iNaturalist establishment_means (CT),
Lysimachia terrestris,native,false,,iNaturalist establishment_means (CT),
Lysimachia vulgaris,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Lythrum salicaria,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Macleaya cordata,introduced,false,,iNaturalist establishment_means (CT),
Magnolia acuminata,introduced,false,,iNaturalist establishment_means (CT),
Magnolia grandiflora,ornamental,false,,iNat cultivated scope (WS-B),
Magnolia kobus,introduced,false,,iNaturalist establishment_means (CT),
Magnolia liliiflora,ornamental,false,,iNat cultivated scope (WS-B),
Magnolia stellata,introduced,false,,iNaturalist establishment_means (CT),
Magnolia tripetala,introduced,false,,iNaturalist establishment_means (CT),
Magnolia virginiana,introduced,false,,iNaturalist establishment_means (CT),
Maianthemum canadense,native,false,,iNaturalist establishment_means (CT),
Malus angustifolia,introduced,false,,iNaturalist establishment_means (CT),
Malus baccata,introduced,false,,iNaturalist establishment_means (CT),
Malus coronaria,ornamental,false,,iNat cultivated scope (WS-B),
Malus domestica,introduced,false,,iNaturalist establishment_means (CT),
Malus hupehensis,introduced,false,,iNaturalist establishment_means (CT),
Malus prunifolia,introduced,false,,iNaturalist establishment_means (CT),
Malus sylvestris,introduced,false,,iNaturalist establishment_means (CT),
Malus toringo,introduced,false,,iNaturalist establishment_means (CT),
Malva alcea,introduced,false,,iNaturalist establishment_means (CT),
Malva moschata,introduced,false,,iNaturalist establishment_means (CT),
Malva neglecta,introduced,false,,iNaturalist establishment_means (CT),
Malva parviflora,introduced,false,,iNaturalist establishment_means (CT),
Malva sylvestris,introduced,false,,iNaturalist establishment_means (CT),
Mandevilla sanderi,ornamental,false,,iNat cultivated scope (WS-B),
Maranta leuconeura,ornamental,false,,iNat cultivated scope (WS-B),
Marsilea quadrifolia,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Matricaria chamomilla,introduced,false,,iNaturalist establishment_means (CT),
Matricaria discoidea,introduced,false,,iNaturalist establishment_means (CT),
Mazus miquelii,introduced,false,,iNaturalist establishment_means (CT),
Mazus pumilus,introduced,false,,iNaturalist establishment_means (CT),
Medeola virginiana,native,false,,iNaturalist establishment_means (CT),
Medicago lupulina,introduced,false,,iNaturalist establishment_means (CT),
Medicago sativa,introduced,false,,iNaturalist establishment_means (CT),
Melampyrum lineare,native,false,,iNaturalist establishment_means (CT),
Melilotus albus,introduced,false,,iNaturalist establishment_means (CT),
Melilotus officinalis,introduced,false,,iNaturalist establishment_means (CT),
Melissa officinalis,introduced,false,,iNaturalist establishment_means (CT),
Mentha aquatica,introduced,false,,iNaturalist establishment_means (CT),
Mentha arvensis,native,false,,iNaturalist establishment_means (CT),
Mentha spicata,introduced,false,,iNaturalist establishment_means (CT),
Mentha suaveolens,ornamental,false,,iNat cultivated scope (WS-B),
Metasequoia glyptostroboides,introduced,false,,iNaturalist establishment_means (CT),
Micranthes virginiensis,native,false,,iNaturalist establishment_means (CT),
Microstegium vimineum,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Mikania scandens,native,false,,iNaturalist establishment_means (CT),
Mimulus alatus,native,false,,iNaturalist establishment_means (CT),
Mimulus ringens,native,false,,iNaturalist establishment_means (CT),
Mirabilis jalapa,introduced,false,,iNaturalist establishment_means (CT),
Miscanthus sinensis,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Mitchella repens,native,false,,iNaturalist establishment_means (CT),
Mollugo verticillata,introduced,false,,iNaturalist establishment_means (CT),
Monarda didyma,introduced,false,,iNaturalist establishment_means (CT),
Monotropa hypopitys,native,false,,iNaturalist establishment_means (CT),
Monotropa uniflora,native,false,,iNaturalist establishment_means (CT),
Monstera deliciosa,ornamental,false,,iNat cultivated scope (WS-B),
Morella pensylvanica,native,false,,iNaturalist establishment_means (CT),
Morus alba,introduced,false,,iNaturalist establishment_means (CT),
Morus indica,introduced,false,,iNaturalist establishment_means (CT),
Mummenhoffia alliacea,introduced,false,,iNaturalist establishment_means (CT),
Muscari armeniacum,introduced,false,,iNaturalist establishment_means (CT),
Muscari botryoides,introduced,false,,iNaturalist establishment_means (CT),
Muscari neglectum,introduced,false,,iNaturalist establishment_means (CT),
Mycelis muralis,introduced,false,,iNaturalist establishment_means (CT),
Myosotis arvensis,introduced,false,,iNaturalist establishment_means (CT),
Myosotis discolor,introduced,false,,iNaturalist establishment_means (CT),
Myosotis laxa,native,false,,iNaturalist establishment_means (CT),
Myosotis scorpioides,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Myosotis stricta,introduced,false,,iNaturalist establishment_means (CT),
Myosotis sylvatica,introduced,false,,iNaturalist establishment_means (CT),
Myriophyllum heterophyllum,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Myriophyllum spicatum,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Myrrhis odorata,introduced,false,,iNaturalist establishment_means (CT),
Nabalus albus,native,false,,iNaturalist establishment_means (CT),
Najas minor,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Narcissus bulbocodium,introduced,false,,iNaturalist establishment_means (CT),
Narcissus cuneiflorus,ornamental,false,,iNat cultivated scope (WS-B),
Narcissus poeticus,introduced,false,,iNaturalist establishment_means (CT),
Narcissus pseudonarcissus,introduced,false,,iNaturalist establishment_means (CT),
Narcissus tazetta,introduced,false,,iNaturalist establishment_means (CT),
Nasturtium microphyllum,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Nasturtium officinale,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Neillia incisa,introduced,false,,iNaturalist establishment_means (CT),
Nepeta cataria,introduced,false,,iNaturalist establishment_means (CT),
Nepeta racemosa,ornamental,false,,iNat cultivated scope (WS-B),
Nephrolepis exaltata,ornamental,false,,iNat cultivated scope (WS-B),
Nerium oleander,unknown,false,,hazard list (2026-07 field review),Highly toxic if eaten
Nicotiana tabacum,ornamental,false,,iNat cultivated scope (WS-B),
Nigella damascena,introduced,false,,iNaturalist establishment_means (CT),
Nipponanthemum nipponicum,introduced,false,,iNaturalist establishment_means (CT),
Nymphoides peltata,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Nyssa sylvatica,native,false,,iNaturalist establishment_means (CT),
Ocimum basilicum,ornamental,false,,iNat cultivated scope (WS-B),
Oclemena acuminata,native,false,,iNaturalist establishment_means (CT),
Odontites vulgaris,introduced,false,,iNaturalist establishment_means (CT),
Oenanthe javanica,introduced,false,,iNaturalist establishment_means (CT),
Oenothera lindheimeri,introduced,false,,iNaturalist establishment_means (CT),
Oenothera pilosella,introduced,false,,iNaturalist establishment_means (CT),
Oenothera speciosa,introduced,false,,iNaturalist establishment_means (CT),
Onoclea sensibilis,native,false,,iNaturalist establishment_means (CT),
Origanum vulgare,introduced,false,,iNaturalist establishment_means (CT),
Ornithogalum nutans,introduced,false,,iNaturalist establishment_means (CT),
Ornithogalum umbellatum,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Osmanthus heterophyllus,introduced,false,,iNaturalist establishment_means (CT),
Osmunda claytoniana,native,false,,iNaturalist establishment_means (CT),
Osmunda spectabilis,native,false,,iNaturalist establishment_means (CT),
Osmundastrum cinnamomeum,native,false,,iNaturalist establishment_means (CT),
Oxalis corniculata,introduced,false,,iNaturalist establishment_means (CT),
Oxalis debilis,introduced,false,,iNaturalist establishment_means (CT),
Oxalis dillenii,native,false,,iNaturalist establishment_means (CT),
Oxalis stricta,native,false,,iNaturalist establishment_means (CT),
Oxalis triangularis,ornamental,false,,iNat cultivated scope (WS-B),
Oxybasis glauca,introduced,false,,iNaturalist establishment_means (CT),
Oxydendrum arboreum,introduced,false,,iNaturalist establishment_means (CT),
Pachira aquatica,ornamental,false,,iNat cultivated scope (WS-B),
Pachysandra terminalis,introduced,false,,iNaturalist establishment_means (CT),
Packera aurea,native,false,,iNaturalist establishment_means (CT),
Packera paupercula,native,false,,iNaturalist establishment_means (CT),
Paeonia lactiflora,introduced,false,,iNaturalist establishment_means (CT),
Paeonia officinalis,ornamental,false,,iNat cultivated scope (WS-B),
Panax trifolius,native,false,,iNaturalist establishment_means (CT),
Papaver atlanticum,introduced,false,,iNaturalist establishment_means (CT),
Papaver orientale,introduced,false,,iNaturalist establishment_means (CT),
Papaver rhoeas,introduced,false,,iNaturalist establishment_means (CT),
Papaver somniferum,introduced,false,,iNaturalist establishment_means (CT),
Parthenocissus quinquefolia,native,false,,iNaturalist establishment_means (CT),
Parthenocissus tricuspidata,introduced,false,,iNaturalist establishment_means (CT),
Pastinaca sativa,introduced,false,,iNaturalist establishment_means (CT),Sap burns skin in sunlight
Paulownia tomentosa,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Pedicularis canadensis,native,false,,iNaturalist establishment_means (CT),
Pellaea atropurpurea,native,false,,iNaturalist establishment_means (CT),
Pentas lanceolata,ornamental,false,,iNat cultivated scope (WS-B),
Penthorum sedoides,native,false,,iNaturalist establishment_means (CT),
Perilla frutescens,introduced,false,,iNaturalist establishment_means (CT),
Persea americana,ornamental,false,,iNat cultivated scope (WS-B),
Persicaria arifolia,native,false,,iNaturalist establishment_means (CT),
Persicaria extremiorientalis,introduced,false,,iNaturalist establishment_means (CT),
Persicaria filiformis,introduced,false,,iNaturalist establishment_means (CT),
Persicaria hydropiper,introduced,false,,iNaturalist establishment_means (CT),
Persicaria hydropiperoides,native,false,,iNaturalist establishment_means (CT),
Persicaria longiseta,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Persicaria maculosa,introduced,false,,iNaturalist establishment_means (CT),
Persicaria perfoliata,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Persicaria sagittata,native,false,,iNaturalist establishment_means (CT),
Persicaria virginiana,native,false,,iNaturalist establishment_means (CT),
Petasites hybridus,introduced,false,,iNaturalist establishment_means (CT),
Petasites japonicus,introduced,false,,iNaturalist establishment_means (CT),
Petrorhagia prolifera,introduced,false,,iNaturalist establishment_means (CT),
Petrorhagia saxifraga,introduced,false,,iNaturalist establishment_means (CT),
Petrosedum orientale,introduced,false,,iNaturalist establishment_means (CT),
Petrosedum rupestre,introduced,false,,iNaturalist establishment_means (CT),
Petroselinum crispum,introduced,false,,iNaturalist establishment_means (CT),
Petunia integrifolia,introduced,false,,iNaturalist establishment_means (CT),
Phalaris arundinacea,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Phaseolus vulgaris,ornamental,false,,iNat cultivated scope (WS-B),
Phedimus ellacombeanus,introduced,false,,iNaturalist establishment_means (CT),
Phedimus kamtschaticus,introduced,false,,iNaturalist establishment_means (CT),
Phedimus spurius,introduced,false,,iNaturalist establishment_means (CT),
Phellodendron amurense,introduced,false,,iNaturalist establishment_means (CT),
Philadelphus coronarius,introduced,false,,iNaturalist establishment_means (CT),
Philodendron hederaceum,ornamental,false,,iNat cultivated scope (WS-B),
Phleum pratense,introduced,false,,iNaturalist establishment_means (CT),
Phlox paniculata,introduced,false,,iNaturalist establishment_means (CT),
Phlox subulata,introduced,false,,iNaturalist establishment_means (CT),
Phragmites australis,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Phyllostachys aurea,introduced,false,,iNaturalist establishment_means (CT),
Phyllostachys aureosulcata,introduced,false,,iNaturalist establishment_means (CT),
Physalis peruviana,introduced,false,,iNaturalist establishment_means (CT),
Physalis philadelphica,introduced,false,,iNaturalist establishment_means (CT),
Phytolacca americana,native,false,,iNaturalist establishment_means (CT),"Toxic if eaten, especially the root and berries"
Picea abies,introduced,false,,iNaturalist establishment_means (CT),
Pieris japonica,introduced,false,,iNaturalist establishment_means (CT),
Pilea peperomioides,ornamental,false,,iNat cultivated scope (WS-B),
Pilea pumila,native,false,,iNaturalist establishment_means (CT),
Pilosella aurantiaca,introduced,false,,iNaturalist establishment_means (CT),
Pilosella caespitosa,introduced,false,,iNaturalist establishment_means (CT),
Pilosella officinarum,introduced,false,,iNaturalist establishment_means (CT),
Pilosella piloselloides,introduced,false,,iNaturalist establishment_means (CT),
Pinellia ternata,introduced,false,,iNaturalist establishment_means (CT),
Pinus mugo,ornamental,false,,iNat cultivated scope (WS-B),
Pinus nigra,introduced,false,,iNaturalist establishment_means (CT),
Pinus parviflora,ornamental,false,,iNat cultivated scope (WS-B),
Pinus strobus,native,false,,iNaturalist establishment_means (CT),
Pinus sylvestris,introduced,false,,iNaturalist establishment_means (CT),
Pinus thunbergii,introduced,false,,iNaturalist establishment_means (CT),
Pistia stratiotes,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Pisum sativum,introduced,false,,iNaturalist establishment_means (CT),
Plantago arenaria,introduced,false,,iNaturalist establishment_means (CT),
Plantago lanceolata,introduced,true,,common Eurasian-introduced weed,
Plantago major,introduced,true,,common Eurasian-introduced weed,
Platycladus orientalis,ornamental,false,,iNat cultivated scope (WS-B),
Platycodon grandiflorus,introduced,false,,iNaturalist establishment_means (CT),
Poa alsodes,native,false,,iNaturalist establishment_means (CT),
Poa annua,introduced,true,,common Eurasian-introduced weed,
Poa bulbosa,introduced,false,,iNaturalist establishment_means (CT),
Poa nemoralis,introduced,false,,iNaturalist establishment_means (CT),
Poa pratensis,introduced,false,,iNaturalist establishment_means (CT),
Polemonium reptans,introduced,false,,iNaturalist establishment_means (CT),
Polygonatum multiflorum,introduced,false,,iNaturalist establishment_means (CT),
Polygonatum odoratum,ornamental,false,,iNat cultivated scope (WS-B),
Polygonatum pubescens,native,false,,iNaturalist establishment_means (CT),
Polygonum aviculare,introduced,false,,iNaturalist establishment_means (CT),
Polypodium virginianum,native,false,,iNaturalist establishment_means (CT),
Polystichum acrostichoides,native,false,,iNaturalist establishment_means (CT),
Polystichum polyblepharon,introduced,false,,iNaturalist establishment_means (CT),
Pontederia cordata,native,false,,iNaturalist establishment_means (CT),
Pontederia crassipes,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Populus alba,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Populus grandidentata,native,false,,iNaturalist establishment_means (CT),
Populus tremuloides,native,false,,iNaturalist establishment_means (CT),
Portulaca grandiflora,introduced,false,,iNaturalist establishment_means (CT),
Portulaca oleracea,introduced,false,,iNaturalist establishment_means (CT),
Potamogeton crispus,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Potamogeton epihydrus,native,false,,iNaturalist establishment_means (CT),
Potentilla argentea,introduced,false,,iNaturalist establishment_means (CT),
Potentilla canadensis,native,false,,iNaturalist establishment_means (CT),
Potentilla hebiichigo,introduced,false,,iNaturalist establishment_means (CT),
Potentilla indica,introduced,false,,iNaturalist establishment_means (CT),
Potentilla recta,introduced,false,,iNaturalist establishment_means (CT),
Potentilla simplex,native,false,,iNaturalist establishment_means (CT),
Pourthiaea villosa,introduced,false,,iNaturalist establishment_means (CT),
Primula japonica,introduced,false,,iNaturalist establishment_means (CT),
Primula veris,introduced,false,,iNaturalist establishment_means (CT),
Primula vulgaris,introduced,false,,iNaturalist establishment_means (CT),
Prunella vulgaris,native,false,,iNaturalist establishment_means (CT),
Prunus avium,introduced,false,,iNaturalist establishment_means (CT),
Prunus campanulata,ornamental,false,,iNat cultivated scope (WS-B),
Prunus cerasifera,introduced,false,,iNaturalist establishment_means (CT),
Prunus domestica,introduced,false,,iNaturalist establishment_means (CT),
Prunus laurocerasus,ornamental,false,,iNat cultivated scope (WS-B),
Prunus padus,introduced,false,,iNaturalist establishment_means (CT),
Prunus pendula,introduced,false,,iNaturalist establishment_means (CT),
Prunus persica,introduced,false,,iNaturalist establishment_means (CT),
Prunus serotina,native,false,,iNaturalist establishment_means (CT),
Prunus serrulata,ornamental,false,,iNat cultivated scope (WS-B),
Prunus spinosa,introduced,false,,iNaturalist establishment_means (CT),
Prunus susquehanae,native,false,,iNaturalist establishment_means (CT),
Prunus tomentosa,introduced,false,,iNaturalist establishment_means (CT),
Psammophiliella muralis,introduced,false,,iNaturalist establishment_means (CT),
Pseudo-fumaria lutea,introduced,false,,iNaturalist establishment_means (CT),
Pseudosasa japonica,introduced,false,,iNaturalist establishment_means (CT),
Pteridium aquilinum,native,false,,iNaturalist establishment_means (CT),
Pueraria montana,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Pulmonaria officinalis,introduced,false,,iNaturalist establishment_means (CT),
Pulmonaria saccharata,introduced,false,,iNaturalist establishment_means (CT),
Puschkinia scilloides,introduced,false,,iNaturalist establishment_means (CT),
Pycnanthemum virginianum,native,false,,iNaturalist establishment_means (CT),
Pyrus calleryana,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Pyrus communis,introduced,false,,iNaturalist establishment_means (CT),
Quercus acutissima,ornamental,false,,iNat cultivated scope (WS-B),
Quercus alba,native,false,,iNaturalist establishment_means (CT),
Quercus coccinea,native,false,,iNaturalist establishment_means (CT),
Quercus montana,native,false,,iNaturalist establishment_means (CT),
Quercus palustris,native,false,,iNaturalist establishment_means (CT),
Quercus robur,introduced,false,,iNaturalist establishment_means (CT),
Quercus rubra,native,false,,iNaturalist establishment_means (CT),
Quercus velutina,native,false,,iNaturalist establishment_means (CT),
Rabelera holostea,introduced,false,,iNaturalist establishment_means (CT),
Ranunculus abortivus,native,false,,iNaturalist establishment_means (CT),
Ranunculus acris,introduced,false,,iNaturalist establishment_means (CT),
Ranunculus bulbosus,introduced,false,,iNaturalist establishment_means (CT),
Ranunculus recurvatus,native,false,,iNaturalist establishment_means (CT),
Ranunculus repens,introduced,false,,iNaturalist establishment_means (CT),
Raphanus raphanistrum,introduced,false,,iNaturalist establishment_means (CT),
Ratibida columnifera,introduced,false,,iNaturalist establishment_means (CT),
Reynoutria compacta,introduced,false,,iNaturalist establishment_means (CT),
Reynoutria japonica,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Reynoutria sachalinensis,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Rhamnus cathartica,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Rheum rhabarbarum,introduced,false,,iNaturalist establishment_means (CT),
Rhinanthus minor,introduced,false,,iNaturalist establishment_means (CT),
Rhododendron carolinianum,ornamental,false,,iNat cultivated scope (WS-B),
Rhododendron indicum,ornamental,false,,iNat cultivated scope (WS-B),
Rhododendron mucronulatum,ornamental,false,,iNat cultivated scope (WS-B),
Rhododendron periclymenoides,native,false,,iNaturalist establishment_means (CT),
Rhododendron ponticum,ornamental,false,,iNat cultivated scope (WS-B),
Rhododendron schlippenbachii,ornamental,false,,iNat cultivated scope (WS-B),
Rhododendron simsii,introduced,false,,iNaturalist establishment_means (CT),
Rhododendron viscosum,native,false,,iNaturalist establishment_means (CT),
Rhodotypos scandens,introduced,false,,iNaturalist establishment_means (CT),
Rhus copallinum,native,false,,iNaturalist establishment_means (CT),
Rhus glabra,native,false,,iNaturalist establishment_means (CT),
Rhus typhina,native,false,,iNaturalist establishment_means (CT),
Ribes rubrum,introduced,false,,iNaturalist establishment_means (CT),
Ricinus communis,introduced,false,,iNaturalist establishment_means (CT),Seeds are deadly if eaten
Robinia hispida,introduced,false,,iNaturalist establishment_means (CT),
Robinia pseudoacacia,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Robinia viscosa,introduced,false,,iNaturalist establishment_means (CT),
Rorippa sylvestris,introduced,false,,iNaturalist establishment_means (CT),
Rosa canina,introduced,false,,iNaturalist establishment_means (CT),
Rosa carolina,native,false,,iNaturalist establishment_means (CT),
Rosa luciae,introduced,false,,iNaturalist establishment_means (CT),
Rosa multiflora,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Rosa palustris,native,false,,iNaturalist establishment_means (CT),
Rosa rubiginosa,introduced,false,,iNaturalist establishment_means (CT),
Rosa rugosa,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Rosa virginiana,native,false,,iNaturalist establishment_means (CT),
Rubus allegheniensis,native,false,,iNaturalist establishment_means (CT),
Rubus hispidus,native,false,,iNaturalist establishment_means (CT),
Rubus laciniatus,introduced,false,,iNaturalist establishment_means (CT),
Rubus occidentalis,native,false,,iNaturalist establishment_means (CT),
Rubus phoenicolasius,invasive,true,invasive,CIPWG 2024 (CGS 22a-381d),
Rudbeckia fulgida,introduced,false,,iNaturalist establishment_means (CT),
Rudbeckia hirta,introduced,false,,iNaturalist establishment_means (CT),
Rudbeckia subtomentosa,introduced,false,,iNaturalist establishment_means (CT),
Rudbeckia triloba,introduced,false,,iNaturalist establishment_means (CT),
Rumex acetosa,introduced,false,,iNaturalist establishment_means (CT),
Rumex acetosella,invasive,true,potentially,CIPWG 2024 (CGS 22a-381d),
Rumex crispus,introduced,false,,iNaturalist establishment_means (CT),
Rumex obtusifolius,introduced,false,,iNaturalist establishment_means (CT),
Rumex sanguineus,introduced,false,,iNaturalist establishment_means (CT),
Ruta graveolens,introduced,false,,iNaturalist establishment_means (CT),
Sagina japonica,introduced,false,,iNaturalist establishment_means (CT),
Sagina procumbens,introduced,false,,iNaturalist establishment_means (CT),
Salix atrocinerea,introduced,false,,iNaturalist establishment_means (CT),
Salix babylonica,introduced,false,,iNaturalist establishment_means (CT),
Salix cinerea,introduced,false,,iNaturalist establishment_means (CT),
Salix discolor,native,false,,iNaturalist establishment_means (CT),
Salix integra,introduced,false,,iNaturalist establishment_means (CT),
Salix nigra,native,false,,iNaturalist establishment_means (CT),
Salix purpurea,introduced,false,,iNaturalist establishment_means (CT),
Salsola kali,introduced,false,,iNaturalist establishment_means (CT),
Salvia elegans,ornamental,false,,iNat cultivated scope (WS-B),
Salvia farinacea,ornamental,false,,iNat cultivated scope (WS-B),
Salvia hispanica,introduced,false,,iNaturalist establishment_means (CT),
Salvia nemorosa,ornamental,false,,iNat cultivated scope (WS-B),
Salvia officinalis,ornamental,false,,iNat cultivated scope (WS-B),
Salvia pratensis,ornamental,false,,iNat cultivated scope (WS-B),
Salvia rosmarinus,ornamental,false,,iNat cultivated scope (WS-B),
Salvia splendens,ornamental,false,,iNat cultivated scope (WS-B),
Salvia yangii,ornamental,false,,iNat cultivated scope (WS-B),
Sambucus canadensis,native,false,,iNaturalist establishment_means (CT),
Sanguinaria canadensis,native,false,,iNaturalist establishment_means (CT),
Sanguisorba canadensis,native,false,,iNaturalist establishment_means (CT),
Sanicula canadensis,native,false,,iNaturalist establishment_means (CT),
Sanicula marilandica,native,false,,iNaturalist establishment_means (CT),
Sansevieria trifasciata,ornamental,false,,iNat cultivated scope (WS-B),
Saponaria ocymoides,introduced,false,,iNaturalist establishment_means (CT),
Saponaria officinalis,introduced,false,,iNaturalist establishment_means (CT),
Sassafras albidum,native,false,,iNaturalist establishment_means (CT),
Schlumbergera truncata,ornamental,false,,iNat cultivated scope (WS-B),
Schoenoplectiella mucronata,introduced,false,,iNaturalist establishment_means (CT),
